Trip Id,Destination,Country,Start_Date,End_Date,Duration_Days,Traveler_Name,Gender,Nationality,Amount_Spent,People_Visited,Annual_Visitors,Trip_Budget,Destination_Economy,Transportation,Travel_Type,Annual_Tourism_Income
971,Barcelona,Spain,04-11-2023,17-11-2023,13,Samantha White,Male,Palestinian Territory,745,1,5100018,1643,Low,Car,Group,25858011842
972,Rome,Italy,16-08-2024,29-08-2024,13,Nathaniel Cooper,Female,Korea,6452,1,970370,6966,Low,Cruise,Business,26664516195
973,Dubai,UAE,22-10-2024,09-11-2024,18,Crystal Cruz,Other,Botswana,8564,4,2030745,9215,Low,Car,Couple,26336822876
974,Cape Town,South Africa,29-07-2023,14-08-2023,16,Scott Gordon,Male,Italy,8232,1,6936611,9629,Low,Air,Family,28898545230
975,Cape Town,South Africa,18-04-2025,09-05-2025,21,Brent Alvarez,Other,New Zealand,1963,2,9406446,3397,Low,Car,Business,28898545230
976,Rome,Italy,24-10-2024,10-11-2024,17,Richard Gordon,Male,British Indian Ocean Territory (Chagos Archipelago),8499,2,2488522,9363,High,Train,Group,26664516195
977,Cape Town,South Africa,27-09-2023,13-10-2023,16,Mr. Larry Carey,Other,Ukraine,7701,1,116794,9465,Medium,Cruise,Family,28898545230
978,Tokyo,Japan,14-07-2025,17-07-2025,3,Marie Boyd,Male,Heard Island and McDonald Islands,8200,3,4309218,10019,High,Bus,Family,25514217912
979,Dubai,UAE,26-05-2025,16-06-2025,21,Joseph Perez,Other,Spain,4909,1,2808116,6522,High,Cruise,Solo,26336822876
980,London,UK,25-07-2024,30-07-2024,5,Jane Chapman,Female,Saint Vincent and the Grenadines,2314,2,9436169,2986,Medium,Train,Business,27521149477
981,Cape Town,South Africa,21-06-2025,19-07-2025,28,Melissa Davis,Female,Burkina Faso,5913,3,7695349,6572,Low,Car,Family,28898545230
982,Dubai,UAE,30-01-2024,16-02-2024,17,David Trevino,Other,Finland,5681,1,2343545,7104,Low,Cruise,Couple,26336822876
983,Paris,France,23-10-2024,26-10-2024,3,Jennifer Lopez,Other,Russian Federation,3143,4,9424619,5076,High,Bus,Couple,27439114547
984,Cape Town,South Africa,13-02-2025,18-02-2025,5,Laura Wilson,Other,Albania,1570,5,619213,3497,High,Bus,Solo,28898545230
985,Bangkok,Thailand,03-05-2024,01-06-2024,29,Melissa Stewart,Female,Guyana,6164,4,3072698,7982,High,Air,Solo,28843595717
986,Sydney,Australia,07-10-2023,21-10-2023,14,Matthew King,Male,Timor-Leste,7583,1,3816501,9204,Low,Car,Family,29339201955
987,Dubai,UAE,05-09-2024,10-09-2024,5,Jacob Hill,Other,Pitcairn Islands,5267,2,4030196,6378,Medium,Air,Family,26336822876
988,Sydney,Australia,20-05-2024,14-06-2024,25,Jennifer Bowers,Other,Liberia,3725,1,3389790,5506,High,Bus,Solo,29339201955
989,London,UK,02-12-2023,23-12-2023,21,Justin King,Other,Gambia,8393,2,9357419,8889,High,Cruise,Business,27521149477
990,Barcelona,Spain,07-10-2024,15-10-2024,8,Michael Fitzgerald,Male,Timor-Leste,9936,2,1191346,10296,Medium,Cruise,Group,25858011842
991,Cape Town,South Africa,17-05-2025,12-06-2025,26,Nicole Griffin,Female,Reunion,3443,1,9041274,4801,Medium,Cruise,Couple,28898545230
992,Paris,France,19-11-2023,05-12-2023,16,Jordan Hartman,Other,Spain,1149,3,7356954,2978,Medium,Car,Solo,27439114547
993,Cape Town,South Africa,16-09-2024,03-10-2024,17,Melinda Williams,Female,Iceland,6222,5,829216,8132,High,Train,Solo,28898545230
994,London,UK,21-11-2024,07-12-2024,16,Brandon Thomas,Other,Vanuatu,7654,3,186558,8556,Low,Car,Solo,27521149477
995,Barcelona,Spain,25-10-2024,22-11-2024,28,Austin Walker,Male,Belgium,3996,4,1348902,5974,Low,Train,Group,25858011842
996,Bangkok,Thailand,01-11-2024,13-11-2024,12,James Joyce,Male,New Zealand,1884,1,8152500,2868,Low,Cruise,Family,28843595717
997,London,UK,07-12-2024,17-12-2024,10,Michelle Harper,Male,Yemen,8059,2,5817708,9863,Low,Car,Business,27521149477
998,Dubai,UAE,08-03-2025,13-03-2025,5,Margaret Gonzales,Other,Cook Islands,7484,1,7590291,8769,Low,Air,Solo,26336822876
999,Paris,France,07-05-2025,22-05-2025,15,Regina Mitchell,Female,Antigua and Barbuda,1365,2,1140224,3347,Medium,Air,Family,27439114547
1000,Barcelona,Spain,16-03-2025,08-04-2025,23,Kelli Hall,Female,Chile,1377,1,1036000,2622,Low,Car,Couple,25858011842
